sim_id,ok,error,runtime_s,k_mult,phi_mult,p_init_shift_bar,fpr_min_psi,fpr_max_psi,fpr_range_psi
1,True,,211.13223600015044,1.3191648388447708,0.9816635319256156,9.890130631155927,3537.3295881200743,4313.745352232526,776.4157641124516
