sim_id,reservoir_id,tiempo_dias,Porosidad,Permeabilidad_mD,Espesor_Neto_m,Area,Presion_Burbuja_psi,Bo_rb_stb,Bg_rb_scf,Rs_scf_stb,Caudal_Prod_Petroleo_bbl,Caudal_Prod_Gas_Mpc,Caudal_Iny_Agua_bbl,Prod_Acumulada_Petroleo,Prod_Acumulada_Gas,Prod_Acumulada_Agua,Iny_Acumulada_Agua,Presion_Reservorio_psi
1,norne,1.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3045048740283458,0.0008231672583003869,606.8718969228681,27458.703304654715,16755.436491482036,0.0,27458.703304654715,16755436.491482036,28.795491943958357,0.0,4084.4964939904357
1,norne,4.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.304592140048154,0.0008232637980727838,606.9031372037125,27461.639368666492,16749.905331810147,0.0,109843.6214106542,67005152.48691248,114.68619745480711,0.0,4081.6243324856687
1,norne,8.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.304708494741231,0.000823392517769313,606.9447909115052,27464.520151138302,16744.15014472138,0.0,219701.68973042074,133981753.06579801,229.1868274486188,0.0,4078.3060099704526
1,norne,16.5,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3049414786775166,0.0008235171887075795,606.9874172316495,35658.24251371264,21722.25896083686,0.0,522796.78641573986,318620929.95407796,545.5530273306196,0.0,4070.077260619995
1,norne,25.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3051744626138022,0.000823641859645846,607.0300435517937,35662.993654953454,21713.152191161596,0.0,825932.2509100242,503182723.57895154,862.4772492504236,0.0,4062.400015851898
1,norne,41.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3057169205426349,0.000823925549998514,607.0536956563234,48526.387624409734,29514.903673192297,0.0,1602354.45290058,975421182.3500283,1557.11820755146,0.0,4042.4719333385497
1,norne,56.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3064584787174436,0.0008237506190995586,607.070009765231,71416.29891903905,43411.317720642386,0.0,2673598.8568350524,1626591005.5459974,2401.549105198114,0.0,4015.561519535681
1,norne,87.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3084569055864659,0.0008234940042445613,606.9054122186022,106269.26445358846,64699.418169069446,0.0,5967946.214598522,3632272809.87115,5572.090536560361,0.0,3939.399887523779
1,norne,115.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.309256018658873,0.0008229654408505343,606.463197437136,8105.544467325238,4943.078322124079,0.0,6194901.456612431,3770679181.6711245,5735.921219259371,0.0,3939.607033707202
1,norne,143.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3100551317312803,0.0008224368774565071,606.0209826556697,77176.66609595297,47000.92116069726,0.0,8355847.714185941,5086704815.254647,7779.6928045620925,0.0,3892.1816232046203
1,norne,144.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3100836714838662,0.0008224180001924348,606.0051892706174,112656.80070147,68524.00098701278,0.0,8468504.514887411,5155228829.48466,7889.238550608205,0.0,3889.441362474768
1,norne,146.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3101407509890381,0.00082238024566429,605.9736025005127,125880.73473222187,76222.4349972793,0.0,8720265.984351855,5307674052.625886,8133.298871587196,0.0,3883.5978925740233
1,norne,152.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3103119895045539,0.0008222669820798556,605.8788421901985,120795.52100297016,72814.36660139577,0.0,9445039.306926262,5744559987.37426,8872.671809314526,0.0,3868.8006616808407
1,norne,168.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3107686255459294,0.0008219649458546973,605.6261480293606,120755.33746580478,73084.06912531701,0.0,11377124.509822553,6913904881.491332,11012.177969260678,0.0,3833.1268135070554
1,norne,176.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3104545510063774,0.0008218993349522646,604.2472029831663,135413.56947827653,82630.52847266119,0.0,12460433.557040231,7574949109.272622,12193.457717128817,0.0,3815.058177823962
1,norne,201.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.309473068070277,0.0008216943008821623,599.9379997138092,147830.9949800025,93749.33362582284,0.0,16156207.645313947,9918682961.98086,16273.193138012562,0.0,3762.9033720866087
1,norne,202.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.309433808752833,0.0008216860995193582,599.765631583035,153502.02104593042,97821.82098966684,0.0,16309710.477155797,10016504023.705193,16444.66265461669,0.0,3761.10058062276
1,norne,205.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.309316030800501,0.000821661495430946,599.2485271907121,143811.24079778613,92725.30540685626,0.0,16741144.322397022,10294680760.991762,16927.012518041065,0.0,3755.945384899841
1,norne,207.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.309237512165613,0.0008216450927053377,598.9037909291635,143266.66848992807,93268.33903670216,0.0,17027676.652024373,10481216785.743832,17249.741541595035,0.0,3752.5845708598204
1,norne,213.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.309001956260949,0.0008215958845285132,597.8695821445178,144252.7068912055,95750.22732637814,0.0,17893193.925293684,11055718043.7581,18255.66287008194,0.0,3742.845601898596
1,norne,220.0,0.24247089238562705,643.0796672884373,172.41,16962000.0,3769.387667526736,1.3087271410388408,0.0008215384749888845,596.6630052290978,143078.5146974411,96839.08444473924,0.0,18894742.50853848,11733592394.13661,19441.014256928753,0.0,3732.1611965104676
