sim_id,ok,error,runtime_s,k_mult,phi_mult,p_init_shift_bar,qwinj_group_mult,fpr_min_psi,fpr_max_psi,fpr_range_psi
1,True,,1419.6972557089757,1.3191648388447708,0.9816635319256156,9.890130631155927,1.157894423247491,4188.662696568927,5406.5769115233825,1217.914214954456
