sim_id,ok,error,runtime_s,qwinj_rate,qo_rate_high,qo_rate_low,k_mult,phi_mult,p_init,pb_shift,fpr_min_psi,fpr_max_psi,fpr_range_psi
55,True,,21.43304362508934,5396.662706410234,812.9195806177795,54.194638707851965,1.4200045663749237,1.13080578312185,3705.738811798914,-120.29431934872133,3044.031005859375,3916.318603515625,872.28759765625
56,True,,25.719327249913476,5403.964288694073,1466.9198711097465,97.7946580739831,1.1326490940718419,0.7400954528208777,3889.434946724424,-140.4225594437723,1966.178466796875,4079.833251953125,2113.65478515625
57,True,,26.00601224997081,6677.777965783743,1788.6124208706171,119.24082805804115,1.203125074133519,0.7242628225947233,4280.011950607523,212.3512904360823,1895.1214599609375,4464.75244140625,2569.6309814453125
58,True,,25.524798500002362,8214.04734239482,2002.6910886691014,133.51273924460676,0.5798873803720723,0.748044173618506,3799.9254180750704,-85.36837115782566,2317.984375,3986.952392578125,1668.968017578125
59,True,,20.760050707962364,6463.262861603349,826.2501929227158,55.083346194847714,1.9720806518795024,0.9814030474076033,4345.133057386048,32.89282126305437,3088.57861328125,4553.95751953125,1465.37890625
60,True,,23.462238250067458,4596.386250791684,1387.622651271197,92.50817675141313,1.7181844417805887,1.0034573888456446,4104.859639673599,21.796625117514452,2217.348876953125,4305.03955078125,2087.690673828125
61,True,,23.212476957938634,8930.512011940511,756.5831765962807,50.438878439752045,0.6229986230371266,1.2746117655367564,4302.848220353619,89.30065818379342,3345.72607421875,4515.57763671875,1169.8515625
62,True,,25.841627333080396,4039.3061749092603,1544.0870310394312,102.93913540262874,1.8242383490511171,1.1563276136379201,4062.2363307639525,-177.37360250079743,2221.544677734375,4262.6650390625,2041.120361328125
63,True,,21.86309220804833,5306.572140977308,804.474965986831,53.631664399122066,1.3667393615694432,0.9735468628966659,4258.815857959427,271.53563937540855,3248.577392578125,4468.39453125,1219.817138671875
64,True,,23.239304000046104,5851.677843357804,1807.5422947862894,120.50281965241929,0.6048974472152918,0.9886738610578898,4173.316792901693,223.5930902667128,2653.2373046875,4369.94873046875,1716.71142578125
65,True,,22.48142274993006,8673.691953830814,1047.8492142613857,69.85661428409237,1.4707664035400545,1.1203099475020863,4164.73849732868,320.4862204421031,3082.916748046875,4372.83203125,1289.915283203125
66,True,,24.375177790992893,4248.593055268804,1705.9452856301605,113.72968570867737,0.5128789687986708,1.2533971137096622,3661.7323509549806,-236.19828948524818,2712.80322265625,3864.528076171875,1151.724853515625
67,True,,25.052803582977504,8510.023431483021,1496.8977791833313,99.79318527888876,1.4644976350112489,1.2203033659640237,4498.244456000488,129.46153931088247,2592.1591796875,4701.2021484375,2109.04296875
68,True,,22.241039959015325,2760.599722835837,1087.7664991583183,72.51776661055456,1.6895074684394455,1.2087021203341928,4492.2363204313015,311.03841147095886,3200.19677734375,4700.88134765625,1500.6845703125
69,True,,23.811003500013612,4971.7727817453415,1184.2934909260462,78.95289939506975,1.0119773332667978,1.1072752001458466,4474.613026086312,-211.36658439691172,2644.94873046875,4679.22998046875,2034.28125
70,True,,26.204566625063308,3771.2432495077846,1913.6866296556357,127.57910864370905,1.6577740148437328,0.9269908085342714,4252.688686621101,-150.84754592069834,1860.3126220703125,4441.40478515625,2581.0921630859375
71,True,,23.46430612495169,2981.5898451193702,919.5592514709392,61.303950098062614,0.5366512129824099,0.9431846175435943,4499.727089213138,-183.10205006332473,2819.860595703125,4705.896484375,1886.035888671875
72,True,,24.10324558301363,4794.367118604533,802.6752166644999,53.511681110966656,0.7429123553744468,1.083550204213702,4174.357911257586,-152.34592805790095,3002.60546875,4384.4052734375,1381.7998046875
73,True,,24.721100167022087,4140.601601169972,1678.3745717602887,111.89163811735258,1.6399503255510952,0.7769759551066721,4171.257531778572,356.958021272746,1818.6802978515625,4362.1318359375,2543.4515380859375
74,True,,22.964647667016834,7785.6703139564725,1216.4170000209228,81.09446666806153,0.7208353902589468,0.9811067897609332,4352.123938328532,-293.1706435385427,2519.35302734375,4553.7685546875,2034.41552734375
75,True,,23.316138624912128,7098.624760224863,1411.834122720837,94.12227484805581,1.8150172081275544,1.0164745780435354,4117.1563917251315,274.3541607010229,2264.42919921875,4318.32275390625,2053.8935546875
76,True,,24.20700337504968,6745.8029678153125,1534.6357489189725,102.3090499279315,0.7827953508112404,1.1771393551496256,4440.939428443249,205.2854325635294,2770.674072265625,4643.0615234375,1872.387451171875
77,True,,25.21984087501187,7703.189287256312,1361.9522563248775,90.79681708832516,0.5934036402357632,1.0416156389362037,4236.471272927698,144.3555869488718,2794.156494140625,4438.7822265625,1644.625732421875
78,True,,23.58922079205513,2656.6547680540743,1368.562371445837,91.23749142972247,1.8133085667908544,0.8704307863159093,4181.689275958309,-32.05178605382099,1982.98876953125,4378.74951171875,2395.7607421875
